	tissue	num_clusters	gene_type	avg_silhouette
589	Fallopian_Tube	20	tf	0.10026516696291045
590	Fallopian_Tube	30	tf	0.09443903764555826
591	Fallopian_Tube	40	tf	0.08576428272409306
592	Fallopian_Tube	50	tf	0.08852137838042416
593	Fallopian_Tube	60	tf	0.09334331374934367
594	Fallopian_Tube	70	tf	0.0953885962433632
595	Fallopian_Tube	80	tf	0.10050392059629158
596	Fallopian_Tube	90	tf	0.10248311742216344
597	Fallopian_Tube	100	tf	0.10228786416155045
598	Fallopian_Tube	200	tf	0.12849086421173847
599	Fallopian_Tube	300	tf	0.15664210634081535
600	Fallopian_Tube	400	tf	0.16704570685367043
601	Fallopian_Tube	500	tf	0.1827573737029577
602	Fallopian_Tube	600	tf	0.18837223937436837
603	Fallopian_Tube	700	tf	0.19075611583486798
604	Fallopian_Tube	800	tf	0.18237418201236927
605	Fallopian_Tube	900	tf	0.16872085221738342
606	Fallopian_Tube	1000	tf	0.152708491865389
607	Fallopian_Tube	1100	tf	0.13681181526273042
608	Fallopian_Tube	1200	tf	0.11784065200674974
609	Fallopian_Tube	1300	tf	0.09453184568365319
610	Fallopian_Tube	1400	tf	0.06887799974054622
611	Fallopian_Tube	2	non_tf	0.27577323783723146
612	Fallopian_Tube	3	non_tf	0.20661540572892445
613	Fallopian_Tube	4	non_tf	0.16379661062122636
614	Fallopian_Tube	5	non_tf	0.16968437589926805
615	Fallopian_Tube	6	non_tf	0.14295867345497623
616	Fallopian_Tube	7	non_tf	0.1373445778136172
617	Fallopian_Tube	8	non_tf	0.12958738265639658
618	Fallopian_Tube	9	non_tf	0.12306421983143936
619	Fallopian_Tube	10	non_tf	0.12035692683931262
620	Fallopian_Tube	20	non_tf	0.06932295985747972
621	Fallopian_Tube	30	non_tf	0.04828007027904494
622	Fallopian_Tube	40	non_tf	0.05919230293317693
623	Fallopian_Tube	50	non_tf	0.0555867041451904
624	Fallopian_Tube	60	non_tf	0.05524685413640771
625	Fallopian_Tube	70	non_tf	0.05704248603150394
626	Fallopian_Tube	80	non_tf	0.05898152454251971
627	Fallopian_Tube	90	non_tf	0.06020085068801422
628	Fallopian_Tube	100	non_tf	0.05760334206265567
629	Fallopian_Tube	200	non_tf	0.053672499985883165
630	Fallopian_Tube	300	non_tf	0.06121004250663173
631	Fallopian_Tube	400	non_tf	0.06388571736757741
632	Fallopian_Tube	500	non_tf	0.06985512100718158
633	Fallopian_Tube	600	non_tf	0.07452041144673226
634	Fallopian_Tube	700	non_tf	0.07903009659969905
635	Fallopian_Tube	800	non_tf	0.08202454155355625
636	Fallopian_Tube	900	non_tf	0.0865058085091513
637	Fallopian_Tube	1000	non_tf	0.09027763954673017
638	Heart	2	tf	0.5967033819119812
639	Heart	3	tf	0.4677330239372565
640	Heart	4	tf	0.45577206563607786
641	Heart	5	tf	0.42450625229311145
642	Heart	6	tf	0.41385979204930307
643	Heart	7	tf	0.3327409746403166
644	Heart	8	tf	0.32829285526976976
645	Heart	9	tf	0.23214809487396448
646	Heart	10	tf	0.23120124898604172
647	Heart	20	tf	0.19250656948313502
648	Heart	30	tf	0.15442377387830689
649	Heart	40	tf	0.14471093073978675
650	Heart	50	tf	0.1328802458629461
651	Heart	60	tf	0.12503560126782082
652	Heart	70	tf	0.12004054443468766
653	Heart	80	tf	0.11827077048690825
654	Heart	90	tf	0.11244143839597698
655	Heart	100	tf	0.10609181159322999
656	Heart	200	tf	0.09183901224852707
657	Heart	300	tf	0.09721483291325521
658	Heart	400	tf	0.09713902513828798
659	Heart	500	tf	0.09694587895865937
660	Heart	600	tf	0.09403357277272528
661	Heart	700	tf	0.09230452973469543
662	Heart	800	tf	0.08735743898175943
663	Heart	900	tf	0.07888593289044703
664	Heart	1000	tf	0.07002207110616004
665	Heart	1100	tf	0.058861601757031916
666	Heart	1200	tf	0.046979701652608126
667	Heart	1300	tf	0.03363663033425261
668	Heart	1400	tf	0.021203339419691276
669	Heart	2	non_tf	0.5478699441292826
670	Heart	3	non_tf	0.41661620909100283
671	Heart	4	non_tf	0.4021304886879986
672	Heart	5	non_tf	0.3115634833832406
673	Heart	6	non_tf	0.2847838858128044
674	Heart	7	non_tf	0.28063084709242825
675	Heart	8	non_tf	0.19835125037945406
676	Heart	9	non_tf	0.2018176232140776
677	Heart	10	non_tf	0.1638339620778892
678	Heart	20	non_tf	0.14743496481801227
679	Heart	30	non_tf	0.127821060114469
680	Heart	40	non_tf	0.11741167572823148
681	Heart	50	non_tf	0.09959517373961067
682	Heart	60	non_tf	0.08820523062537278
683	Heart	70	non_tf	0.08368215417117231
684	Heart	80	non_tf	0.08288297396565956
685	Heart	90	non_tf	0.07249301861311838
686	Heart	100	non_tf	0.0708949266300343
687	Heart	200	non_tf	0.05854948723599165
688	Heart	300	non_tf	0.054528392869630925
689	Heart	400	non_tf	0.051240152920166225
690	Heart	500	non_tf	0.0515121646647831
691	Heart	600	non_tf	0.0498472160020988
692	Heart	700	non_tf	0.04930007271939641
693	Heart	800	non_tf	0.050107398828103916
694	Heart	900	non_tf	0.051474020810916926
695	Heart	1000	non_tf	0.05270878638634993
696	Kidney	2	tf	0.5523117374154146
697	Kidney	3	tf	0.312792184478531
698	Kidney	4	tf	0.17533435425968144
699	Kidney	5	tf	0.1620205115431679
700	Kidney	6	tf	0.13490329735667575
701	Kidney	7	tf	0.12970775986860114
702	Kidney	8	tf	0.12431382665551814
703	Kidney	9	tf	0.1232190956721557
704	Kidney	10	tf	0.12180724848768917
705	Kidney	20	tf	0.07360214472127949
706	Kidney	30	tf	0.06639224337864462
707	Kidney	40	tf	0.060406237636879676
708	Kidney	50	tf	0.04847744456247394
709	Kidney	60	tf	0.04486787030989652
710	Kidney	70	tf	0.043821565675733455
711	Kidney	80	tf	0.04444852734232543
712	Kidney	90	tf	0.04433851013060223
713	Kidney	100	tf	0.045578941357869614
714	Kidney	200	tf	0.05737833482875008
715	Kidney	300	tf	0.06509893508615228
716	Kidney	400	tf	0.07391770017560396
717	Kidney	500	tf	0.07823541411713147
718	Kidney	600	tf	0.0799886122331065
719	Kidney	700	tf	0.08273145705058929
720	Kidney	800	tf	0.08096528394823252
721	Kidney	900	tf	0.07715554946393038
722	Kidney	1000	tf	0.0694728585080511
723	Kidney	1100	tf	0.06173391782431198
724	Kidney	1200	tf	0.05178952385286187
725	Kidney	1300	tf	0.040898077036826457
726	Kidney	1400	tf	0.030351688724081116
727	Kidney	2	non_tf	0.5103008674943058
728	Kidney	3	non_tf	0.2463052360992119
729	Kidney	4	non_tf	0.22537054061337494
730	Kidney	5	non_tf	0.21154859983145716
731	Kidney	6	non_tf	0.20875994552450064
732	Kidney	7	non_tf	0.20007098392367614
733	Kidney	8	non_tf	0.1661773428473865
734	Kidney	9	non_tf	0.15393168891673356
735	Kidney	10	non_tf	0.15020450450308206
736	Kidney	20	non_tf	0.061394502796243484
737	Kidney	30	non_tf	0.041705883175015585
738	Kidney	40	non_tf	0.02904588088517585
739	Kidney	50	non_tf	0.014824852789860246
740	Kidney	60	non_tf	0.014748441787251924
741	Kidney	70	non_tf	0.01253042737339085
742	Kidney	80	non_tf	0.012794226906483382
743	Kidney	90	non_tf	0.010189588968407404
744	Kidney	100	non_tf	0.012538277847351828
745	Kidney	200	non_tf	0.010315719487388884
746	Kidney	300	non_tf	0.012405636796959829
747	Kidney	400	non_tf	0.012564880479247396
748	Kidney	500	non_tf	0.015099019479480915
749	Kidney	600	non_tf	0.01807193105831144
750	Kidney	700	non_tf	0.01956942275938641
751	Kidney	800	non_tf	0.02182535207418157
752	Kidney	900	non_tf	0.02490010279686612
753	Kidney	1000	non_tf	0.02729373553845525
754	Liver	2	tf	0.40512560820251414
755	Liver	3	tf	0.39581980589716953
756	Liver	4	tf	0.34648241582007533
757	Liver	5	tf	0.29832971347654186
758	Liver	6	tf	0.29327398636546415
759	Liver	7	tf	0.29025020564856563
760	Liver	8	tf	0.1315312950479739
761	Liver	9	tf	0.12957213318918978
762	Liver	10	tf	0.137303799139723
763	Liver	20	tf	0.0987930711927545
764	Liver	30	tf	0.0718561479317951
765	Liver	40	tf	0.060287842742513253
766	Liver	50	tf	0.056618315182286535
767	Liver	60	tf	0.050673657166383924
768	Liver	70	tf	0.05429329372646363
769	Liver	80	tf	0.0561431327961823
770	Liver	90	tf	0.059097018260716484
771	Liver	100	tf	0.05724502596469042
772	Liver	200	tf	0.06436575912294257
773	Liver	300	tf	0.07399008575794967
774	Liver	400	tf	0.08167733866208955
775	Liver	500	tf	0.08756164176611092
776	Liver	600	tf	0.0860704202021585
777	Liver	700	tf	0.08546310794270681
778	Liver	800	tf	0.0801539384262184
779	Liver	900	tf	0.07319936130544924
780	Liver	1000	tf	0.06622038089035688
781	Liver	1100	tf	0.05745155500831138
782	Liver	1200	tf	0.04601099486349434
783	Liver	1300	tf	0.03330651414696716
784	Liver	1400	tf	0.01885760183472447
785	Liver	2	non_tf	0.4221821282051033
786	Liver	3	non_tf	0.37015603969139704
787	Liver	4	non_tf	0.3522578099822794
788	Liver	5	non_tf	0.3388022051261653
789	Liver	6	non_tf	0.2955337391856037
790	Liver	7	non_tf	0.23157779659088018
791	Liver	8	non_tf	0.23143269634586472
792	Liver	9	non_tf	0.09760073004285384
793	Liver	10	non_tf	0.0869762298638187
794	Liver	20	non_tf	0.08177358060375055
795	Liver	30	non_tf	0.05838545668516593
796	Liver	40	non_tf	0.051616810005247905
797	Liver	50	non_tf	0.04335489782712859
798	Liver	60	non_tf	0.03674182421348406
799	Liver	70	non_tf	0.029060551828423493
800	Liver	80	non_tf	0.024705337031713393
801	Liver	90	non_tf	0.025410893338430128
802	Liver	100	non_tf	0.022698549605699583
803	Liver	200	non_tf	0.017673477045732692
804	Liver	300	non_tf	0.0173121618038986
805	Liver	400	non_tf	0.020013934621348255
806	Liver	500	non_tf	0.02116793973903087
807	Liver	600	non_tf	0.02358839519364528
808	Liver	700	non_tf	0.026030223452283105
809	Liver	800	non_tf	0.02792239567521608
810	Liver	900	non_tf	0.03019242479767307
811	Liver	1000	non_tf	0.03166053013267993
812	Lung	2	tf	0.5429402501786187
813	Lung	3	tf	0.530527690619721
814	Lung	4	tf	0.38131985055378603
815	Lung	5	tf	0.27720925451551554
816	Lung	6	tf	0.27194861822421723
817	Lung	7	tf	0.24478789154446415
818	Lung	8	tf	0.2465086124452976
819	Lung	9	tf	0.24229793337098268
820	Lung	10	tf	0.21603196592697033
821	Lung	20	tf	0.13778584928443655
822	Lung	30	tf	0.1292799977390722
823	Lung	40	tf	0.1182256442631013
824	Lung	50	tf	0.10101800619086027
825	Lung	60	tf	0.08901104532175642
826	Lung	70	tf	0.07948074632510627
827	Lung	80	tf	0.07267455046943518
828	Lung	90	tf	0.06975496438645425
829	Lung	100	tf	0.06998018721626795
830	Lung	200	tf	0.075597145429685
831	Lung	300	tf	0.0773656144907952
832	Lung	400	tf	0.08232502165522791
833	Lung	500	tf	0.08539845914690719
834	Lung	600	tf	0.0861459196740444
835	Lung	700	tf	0.0830107430942621
836	Lung	800	tf	0.07727308572684273
837	Lung	900	tf	0.0728780405389963
838	Lung	1000	tf	0.06527170242577567
839	Lung	1100	tf	0.05762623273374369
840	Lung	1200	tf	0.04824724278907244
841	Lung	1300	tf	0.03881682354777073
842	Lung	1400	tf	0.025623754568243857
843	Lung	2	non_tf	0.5575992295871283
844	Lung	3	non_tf	0.5292104382943736
845	Lung	4	non_tf	0.31080375020062356
846	Lung	5	non_tf	0.24985809789925428
847	Lung	6	non_tf	0.12589551406297336
848	Lung	7	non_tf	0.22826593368756412
849	Lung	8	non_tf	0.22474768233691964
850	Lung	9	non_tf	0.22353380025343902
851	Lung	10	non_tf	0.21645676943193973
852	Lung	20	non_tf	0.16879040484636518
853	Lung	30	non_tf	0.1327418915136211
854	Lung	40	non_tf	0.10775387919870111
855	Lung	50	non_tf	0.09781961315270882
856	Lung	60	non_tf	0.08234440949525437
857	Lung	70	non_tf	0.0704937275942583
858	Lung	80	non_tf	0.06326178359506333
859	Lung	90	non_tf	0.056803290897710905
860	Lung	100	non_tf	0.057369100023292804
861	Lung	200	non_tf	0.04159495922778841
862	Lung	300	non_tf	0.03440168586458086
863	Lung	400	non_tf	0.031937551226816165
864	Lung	500	non_tf	0.03128247638948451
865	Lung	600	non_tf	0.03085811834831404
866	Lung	700	non_tf	0.03168457392345758
867	Lung	800	non_tf	0.0325099307364446
868	Lung	900	non_tf	0.03368378743470774
869	Lung	1000	non_tf	0.0350383345333622
870	Muscle	2	tf	0.7031862506826444
871	Muscle	3	tf	0.520134964452168
872	Muscle	4	tf	0.45376284809108297
873	Muscle	5	tf	0.31582237169368216
874	Muscle	6	tf	0.3100307140051608
875	Muscle	7	tf	0.2719137504653942
876	Muscle	8	tf	0.2659467792663823
877	Muscle	9	tf	0.26578210439950395
878	Muscle	10	tf	0.2653938975636287
879	Muscle	20	tf	0.1561242199761041
880	Muscle	30	tf	0.11928051868712237
881	Muscle	40	tf	0.1060799161238344
882	Muscle	50	tf	0.09114953958063114
883	Muscle	60	tf	0.08587020462498998
884	Muscle	70	tf	0.08262630917653922
885	Muscle	80	tf	0.08418915717331174
886	Muscle	90	tf	0.08292392395517913
887	Muscle	100	tf	0.0797205138256419
888	Muscle	200	tf	0.0814359330698709
889	Muscle	300	tf	0.08154875033999415
890	Muscle	400	tf	0.08250030297292728
891	Muscle	500	tf	0.08425509703792312
892	Muscle	600	tf	0.08410011594763016
893	Muscle	700	tf	0.08397341238633478
894	Muscle	800	tf	0.0800183979853269
895	Muscle	900	tf	0.07248446851847065
896	Muscle	1000	tf	0.06527403285905199
897	Muscle	1100	tf	0.05733643124094545
898	Muscle	1200	tf	0.04668454057938982
899	Muscle	1300	tf	0.0348498235097803
900	Muscle	1400	tf	0.022572453129387344
901	Muscle	2	non_tf	0.6324770403053291
902	Muscle	3	non_tf	0.4896994627996729
903	Muscle	4	non_tf	0.4763303641926897
904	Muscle	5	non_tf	0.4635574941076386
905	Muscle	6	non_tf	0.3606776454705601
906	Muscle	7	non_tf	0.2066489385459376
907	Muscle	8	non_tf	0.19217015726990452
908	Muscle	9	non_tf	0.18457228115322694
909	Muscle	10	non_tf	0.18478097303551577
910	Muscle	20	non_tf	0.1168297280149727
911	Muscle	30	non_tf	0.13031065720836194
912	Muscle	40	non_tf	0.11089186833472435
913	Muscle	50	non_tf	0.0996263611808586
914	Muscle	60	non_tf	0.08235246252137857
915	Muscle	70	non_tf	0.07671347011733608
916	Muscle	80	non_tf	0.06589764247537655
917	Muscle	90	non_tf	0.06220986520559136
918	Muscle	100	non_tf	0.05326605914293286
919	Muscle	200	non_tf	0.04045983446088987
920	Muscle	300	non_tf	0.0343165321856098
921	Muscle	400	non_tf	0.03292708474709628
922	Muscle	500	non_tf	0.03349019106120456
923	Muscle	600	non_tf	0.03429918249759344
924	Muscle	700	non_tf	0.035742344344733855
925	Muscle	800	non_tf	0.037215430704611176
926	Muscle	900	non_tf	0.03939997271230697
927	Muscle	1000	non_tf	0.04074801419532802
928	Nerve	2	tf	0.6158587351576632
929	Nerve	3	tf	0.5799789177746156
930	Nerve	4	tf	0.5764662031754174
931	Nerve	5	tf	0.5510032003882422
932	Nerve	6	tf	0.549296251503721
933	Nerve	7	tf	0.39613091426935826
934	Nerve	8	tf	0.38622329447442905
935	Nerve	9	tf	0.285068575392633
936	Nerve	10	tf	0.2834614473082513
937	Nerve	20	tf	0.17761968030369119
938	Nerve	30	tf	0.0911832290624121
939	Nerve	40	tf	0.08928799641512665
940	Nerve	50	tf	0.08465391525517271
941	Nerve	60	tf	0.07474048534410695
942	Nerve	70	tf	0.07103072302887026
943	Nerve	80	tf	0.07256367521532962
944	Nerve	90	tf	0.06796764028740096
945	Nerve	100	tf	0.06586187499061856
946	Nerve	200	tf	0.060050999014541015
947	Nerve	300	tf	0.06413875443315742
948	Nerve	400	tf	0.06855488395995056
949	Nerve	500	tf	0.07334633260942659
950	Nerve	600	tf	0.0744227193875417
951	Nerve	700	tf	0.07289121802486734
952	Nerve	800	tf	0.07055629408861215
953	Nerve	900	tf	0.06509624708993289
954	Nerve	1000	tf	0.05759812934457754
955	Nerve	1100	tf	0.05130885238651778
956	Nerve	1200	tf	0.04262868852170007
957	Nerve	1300	tf	0.03328199154169775
958	Nerve	1400	tf	0.022729755815107628
959	Nerve	2	non_tf	0.6944312554114949
960	Nerve	3	non_tf	0.45610690782270497
961	Nerve	4	non_tf	0.44310305660832827
962	Nerve	5	non_tf	0.4435620971214194
963	Nerve	6	non_tf	0.4049639656861743
964	Nerve	7	non_tf	0.4052183678247428
965	Nerve	8	non_tf	0.3468462843570877
966	Nerve	9	non_tf	0.2176643965710686
967	Nerve	10	non_tf	0.2149350156542074
968	Nerve	20	non_tf	0.191744896456207
969	Nerve	30	non_tf	0.11604480950711717
970	Nerve	40	non_tf	0.08169732249769888
971	Nerve	50	non_tf	0.06631115739391318
972	Nerve	60	non_tf	0.05561185484777201
973	Nerve	70	non_tf	0.045158584181970156
974	Nerve	80	non_tf	0.05713779019125814
975	Nerve	90	non_tf	0.053341732573897065
976	Nerve	100	non_tf	0.05284587831750501
977	Nerve	200	non_tf	0.033466464287026584
978	Nerve	300	non_tf	0.025742636451201176
979	Nerve	400	non_tf	0.02512906289798997
980	Nerve	500	non_tf	0.023539674349298885
981	Nerve	600	non_tf	0.024131870419667665
982	Nerve	700	non_tf	0.02429277695621738
983	Nerve	800	non_tf	0.02644485273414623
984	Nerve	900	non_tf	0.028472817598438793
985	Nerve	1000	non_tf	0.029807729558137253
986	Ovary	2	tf	0.5791526170659492
987	Ovary	3	tf	0.5381954866165352
988	Ovary	4	tf	0.39816753342273986
989	Ovary	5	tf	0.38853390301751956
990	Ovary	6	tf	0.3318293966817897
991	Ovary	7	tf	0.3264290623194508
992	Ovary	8	tf	0.3146308046735229
993	Ovary	9	tf	0.17108568593197754
994	Ovary	10	tf	0.16926135417192562
995	Ovary	20	tf	0.1007348352617289
996	Ovary	30	tf	0.09360879988557791
997	Ovary	40	tf	0.07313807822192905
998	Ovary	50	tf	0.0600728489042773
999	Ovary	60	tf	0.06058115429988894
1000	Ovary	70	tf	0.05991768474923387
1001	Ovary	80	tf	0.05673185110836217
1002	Ovary	90	tf	0.056521152860033196
1003	Ovary	100	tf	0.05493705736671798
1004	Ovary	200	tf	0.06449033893387388
1005	Ovary	300	tf	0.07173563389409955
1006	Ovary	400	tf	0.07957538690772101
1007	Ovary	500	tf	0.08183222893203941
1008	Ovary	600	tf	0.08094795318463698
1009	Ovary	700	tf	0.08066420003722345
1010	Ovary	800	tf	0.07765796946153804
1011	Ovary	900	tf	0.07411541232256139
1012	Ovary	1000	tf	0.06667993273705417
1013	Ovary	1100	tf	0.05722417798632665
1014	Ovary	1200	tf	0.04836748830071281
1015	Ovary	1300	tf	0.036404861071904056
1016	Ovary	1400	tf	0.02624612352706209
1017	Ovary	2	non_tf	0.5584728890401891
1018	Ovary	3	non_tf	0.4654691758288697
1019	Ovary	4	non_tf	0.44422843408755214
1020	Ovary	5	non_tf	0.3852201845652279
1021	Ovary	6	non_tf	0.2401636043175189
1022	Ovary	7	non_tf	0.23068510154441227
1023	Ovary	8	non_tf	0.13598664135828584
1024	Ovary	9	non_tf	0.13301304245130752
1025	Ovary	10	non_tf	0.12874242720920248
1026	Ovary	20	non_tf	0.06787620104644956
1027	Ovary	30	non_tf	0.06311425797922059
1028	Ovary	40	non_tf	0.049804903687591544
1029	Ovary	50	non_tf	0.04142189475626346
1030	Ovary	60	non_tf	0.03451004326487391
1031	Ovary	70	non_tf	0.03227713365483679
1032	Ovary	80	non_tf	0.03210330534519345
1033	Ovary	90	non_tf	0.030478682686491648
1034	Ovary	100	non_tf	0.02837908484955501
1035	Ovary	200	non_tf	0.013010439012378795
1036	Ovary	300	non_tf	0.014192716788535651
1037	Ovary	400	non_tf	0.015937983614436952
1038	Ovary	500	non_tf	0.02049861337709552
1039	Ovary	600	non_tf	0.02145722819563776
1040	Ovary	700	non_tf	0.022995451519678883
1041	Ovary	800	non_tf	0.02666817245608368
1042	Ovary	900	non_tf	0.02880016743262248
1043	Ovary	1000	non_tf	0.03051478556976045
1044	Pancreas	2	tf	0.6971674130197133
1045	Pancreas	3	tf	0.40877319520465283
1046	Pancreas	4	tf	0.3847872041510121
1047	Pancreas	5	tf	0.3830985161261099
1048	Pancreas	6	tf	0.2946359838409622
1049	Pancreas	7	tf	0.15684487496657892
1050	Pancreas	8	tf	0.1551591798639211
1051	Pancreas	9	tf	0.1746603487027158
1052	Pancreas	10	tf	0.16440872598852233
1053	Pancreas	20	tf	0.09385525042628783
1054	Pancreas	30	tf	0.0818149753136216
1055	Pancreas	40	tf	0.0777459789139176
1056	Pancreas	50	tf	0.0712343229663594
1057	Pancreas	60	tf	0.058349604801496376
1058	Pancreas	70	tf	0.056877860352124235
1059	Pancreas	80	tf	0.05557179781067403
1060	Pancreas	90	tf	0.05557667062835907
1061	Pancreas	100	tf	0.054314930491235994
1062	Pancreas	200	tf	0.06404588273284159
1063	Pancreas	300	tf	0.06907285124095403
1064	Pancreas	400	tf	0.07460616005100702
1065	Pancreas	500	tf	0.07960658294777193
1066	Pancreas	600	tf	0.08181949429664129
1067	Pancreas	700	tf	0.08066332367167466
1068	Pancreas	800	tf	0.07914661878706263
1069	Pancreas	900	tf	0.07261399198697625
1070	Pancreas	1000	tf	0.06612030626634464
1071	Pancreas	1100	tf	0.05836965990884859
1072	Pancreas	1200	tf	0.048425834952942455
1073	Pancreas	1300	tf	0.03691912648385408
1074	Pancreas	1400	tf	0.025269242578125933
1075	Pancreas	2	non_tf	0.48217133093878073
1076	Pancreas	3	non_tf	0.43897209120706043
1077	Pancreas	4	non_tf	0.2052275765717715
1078	Pancreas	5	non_tf	0.19840356503162399
1079	Pancreas	6	non_tf	0.12572699582072644
1080	Pancreas	7	non_tf	0.15282291443108564
1081	Pancreas	8	non_tf	0.1521907831114084
1082	Pancreas	9	non_tf	0.15229751584770326
1083	Pancreas	10	non_tf	0.14703700006790874
1084	Pancreas	20	non_tf	0.12126128418076888
1085	Pancreas	30	non_tf	0.08325566227548878
1086	Pancreas	40	non_tf	0.06136800418055722
1087	Pancreas	50	non_tf	0.048873990680740526
1088	Pancreas	60	non_tf	0.03756537712421734
1089	Pancreas	70	non_tf	0.03530787205591326
1090	Pancreas	80	non_tf	0.026797716361307428
1091	Pancreas	90	non_tf	0.020028288325792627
1092	Pancreas	100	non_tf	0.019232201857811576
1093	Pancreas	200	non_tf	0.015285695921731717
1094	Pancreas	300	non_tf	0.0155737230941608
1095	Pancreas	400	non_tf	0.016615448656783556
1096	Pancreas	500	non_tf	0.01739824683953389
1097	Pancreas	600	non_tf	0.019786995141098607
1098	Pancreas	700	non_tf	0.021880122253858353
1099	Pancreas	800	non_tf	0.023895075871848723
1100	Pancreas	900	non_tf	0.025617493013004713
1101	Pancreas	1000	non_tf	0.02840566329870315
1102	Pituitary	2	tf	0.5526942197884153
1103	Pituitary	3	tf	0.5270781410263264
1104	Pituitary	4	tf	0.5100689610952369
1105	Pituitary	5	tf	0.47419244262222976
1106	Pituitary	6	tf	0.4551519568801987
1107	Pituitary	7	tf	0.35484919397431397
1108	Pituitary	8	tf	0.34930335892376496
1109	Pituitary	9	tf	0.3471019795764134
1110	Pituitary	10	tf	0.2092986725065109
1111	Pituitary	20	tf	0.15602996881756537
1112	Pituitary	30	tf	0.10713850682700767
1113	Pituitary	40	tf	0.08792646257940308
1114	Pituitary	50	tf	0.08534742903362139
1115	Pituitary	60	tf	0.07901634157524556
1116	Pituitary	70	tf	0.07670214818965292
1117	Pituitary	80	tf	0.0683709211711771
1118	Pituitary	90	tf	0.06784138959353547
1119	Pituitary	100	tf	0.06666123662901127
1120	Pituitary	200	tf	0.06337150245945633
1121	Pituitary	300	tf	0.07208598446448365
1122	Pituitary	400	tf	0.07726088431884223
1123	Pituitary	500	tf	0.08017248748247482
1124	Pituitary	600	tf	0.08075584932523489
1125	Pituitary	700	tf	0.08058465534819488
1126	Pituitary	800	tf	0.0771575730472782
1127	Pituitary	900	tf	0.0707281924867897
1128	Pituitary	1000	tf	0.06331866961425066
1129	Pituitary	1100	tf	0.05729362104834602
1130	Pituitary	1200	tf	0.04833976940767798
1131	Pituitary	1300	tf	0.03935920204993679
1132	Pituitary	1400	tf	0.029431246685455156
1133	Pituitary	2	non_tf	0.5250745874728073
1134	Pituitary	3	non_tf	0.4926596773466687
1135	Pituitary	4	non_tf	0.20492931235052922
1136	Pituitary	5	non_tf	0.10324119639020905
1137	Pituitary	6	non_tf	0.10956588320582979
1138	Pituitary	7	non_tf	0.10668141833221716
1139	Pituitary	8	non_tf	0.0970500742268171
1140	Pituitary	9	non_tf	0.14811941150232064
1141	Pituitary	10	non_tf	0.14898596927707167
1142	Pituitary	20	non_tf	0.07435669611563028
1143	Pituitary	30	non_tf	0.08181801195427643
1144	Pituitary	40	non_tf	0.06189496342758381
1145	Pituitary	50	non_tf	0.056518590452701384
1146	Pituitary	60	non_tf	0.04252665370750358
1147	Pituitary	70	non_tf	0.04358715277501283
1148	Pituitary	80	non_tf	0.04060784802902957
1149	Pituitary	90	non_tf	0.0404746794012068
1150	Pituitary	100	non_tf	0.03654592280658455
1151	Pituitary	200	non_tf	0.024109592539130285
1152	Pituitary	300	non_tf	0.019647056585458133
1153	Pituitary	400	non_tf	0.0203978330262836
1154	Pituitary	500	non_tf	0.021184052863873842
1155	Pituitary	600	non_tf	0.02461575429816927
1156	Pituitary	700	non_tf	0.026173458417875082
1157	Pituitary	800	non_tf	0.02805859295342792
1158	Pituitary	900	non_tf	0.02946618273453409
1159	Pituitary	1000	non_tf	0.03021799306880073
1160	Prostate	2	tf	0.632487948792258
1161	Prostate	3	tf	0.45314501416211844
1162	Prostate	4	tf	0.40703903471790065
1163	Prostate	5	tf	0.40419190834634033
1164	Prostate	6	tf	0.39131005269765956
1165	Prostate	7	tf	0.35071896997550306
1166	Prostate	8	tf	0.24573695862989184
1167	Prostate	9	tf	0.2445134570105754
1168	Prostate	10	tf	0.15340423103399142
1169	Prostate	20	tf	0.12110701849042407
1170	Prostate	30	tf	0.08552018506065522
1171	Prostate	40	tf	0.06376926972798587
1172	Prostate	50	tf	0.06216138267929366
1173	Prostate	60	tf	0.053526071413539066
1174	Prostate	70	tf	0.05071891180074744
1175	Prostate	80	tf	0.04806755254235181
1176	Prostate	90	tf	0.0490096750965129
1177	Prostate	100	tf	0.04953845636855858
1178	Prostate	200	tf	0.059797003499783535
1179	Prostate	300	tf	0.06634339262786972
1180	Prostate	400	tf	0.06858066819313564
1181	Prostate	500	tf	0.07306496126170328
1182	Prostate	600	tf	0.07642522525909759
1183	Prostate	700	tf	0.07695262067660513
1184	Prostate	800	tf	0.07393884448136671
1185	Prostate	900	tf	0.06909926928649351
1186	Prostate	1000	tf	0.06363813315652038
1187	Prostate	1100	tf	0.05769230815306156
1188	Prostate	1200	tf	0.04960427154580136
1189	Prostate	1300	tf	0.03961449784539324
1190	Prostate	1400	tf	0.028983504410477628
1191	Prostate	2	non_tf	0.5725772679466941
1192	Prostate	3	non_tf	0.5201120493172156
1193	Prostate	4	non_tf	0.33555077425756524
1194	Prostate	5	non_tf	0.304009412498926
1195	Prostate	6	non_tf	0.2873032388704663
1196	Prostate	7	non_tf	0.25338576206437446
1197	Prostate	8	non_tf	0.2524538430276623
1198	Prostate	9	non_tf	0.2522258286528284
1199	Prostate	10	non_tf	0.24863814702585815
1200	Prostate	20	non_tf	0.10134581876552783
1201	Prostate	30	non_tf	0.07967051063575416
1202	Prostate	40	non_tf	0.05403877293950411
1203	Prostate	50	non_tf	0.04820611460501791
1204	Prostate	60	non_tf	0.03414017890855005
1205	Prostate	70	non_tf	0.029150227586345376
