	tissue	num_clusters	gene_type	avg_silhouette
55	Adipose_Tissue	800	non_tf	0.046820091460391816
56	Adipose_Tissue	900	non_tf	0.047227952664930725
57	Adipose_Tissue	1000	non_tf	0.04738811651310008
58	Adrenal_Gland	2	tf	0.5537604223977886
59	Adrenal_Gland	3	tf	0.3486001824788374
60	Adrenal_Gland	4	tf	0.32963259864363126
61	Adrenal_Gland	5	tf	0.2669352259954
62	Adrenal_Gland	6	tf	0.2668561662243342
63	Adrenal_Gland	7	tf	0.2620564984012621
64	Adrenal_Gland	8	tf	0.250723877615348
65	Adrenal_Gland	9	tf	0.24967991310260215
66	Adrenal_Gland	10	tf	0.22090616429322577
67	Adrenal_Gland	20	tf	0.11159061531705614
68	Adrenal_Gland	30	tf	0.09184326073621306
69	Adrenal_Gland	40	tf	0.07568344033435252
70	Adrenal_Gland	50	tf	0.0759312023172478
71	Adrenal_Gland	60	tf	0.07557937758298851
72	Adrenal_Gland	70	tf	0.06929876029020261
73	Adrenal_Gland	80	tf	0.06903593689844291
74	Adrenal_Gland	90	tf	0.06710597214629214
75	Adrenal_Gland	100	tf	0.06692872394808015
76	Adrenal_Gland	200	tf	0.07082897548877999
77	Adrenal_Gland	300	tf	0.07667362392908805
78	Adrenal_Gland	400	tf	0.08431096630774335
79	Adrenal_Gland	500	tf	0.08819298753781725
80	Adrenal_Gland	600	tf	0.08871369988748276
81	Adrenal_Gland	700	tf	0.08843812871653031
82	Adrenal_Gland	800	tf	0.08317489846097367
83	Adrenal_Gland	900	tf	0.07646614662055849
84	Adrenal_Gland	1000	tf	0.06774166493791246
85	Adrenal_Gland	1100	tf	0.05967893879101416
86	Adrenal_Gland	1200	tf	0.049427137382709686
87	Adrenal_Gland	1300	tf	0.03822309956147203
88	Adrenal_Gland	1400	tf	0.026316764498840156
89	Adrenal_Gland	2	non_tf	0.46821976708569635
90	Adrenal_Gland	3	non_tf	0.4245592313056042
91	Adrenal_Gland	4	non_tf	0.29925358832612553
92	Adrenal_Gland	5	non_tf	0.28880673857211686
93	Adrenal_Gland	6	non_tf	0.18164813062479815
94	Adrenal_Gland	7	non_tf	0.16737146921690432
95	Adrenal_Gland	8	non_tf	0.1746062949762694
96	Adrenal_Gland	9	non_tf	0.17339132399219506
97	Adrenal_Gland	10	non_tf	0.16112446107096196
98	Adrenal_Gland	20	non_tf	0.09104946135315765
99	Adrenal_Gland	30	non_tf	0.07567295505446785
100	Adrenal_Gland	40	non_tf	0.07090434340558843
101	Adrenal_Gland	50	non_tf	0.0620279330767544
102	Adrenal_Gland	60	non_tf	0.05246237960076337
103	Adrenal_Gland	70	non_tf	0.04831875799534425
104	Adrenal_Gland	80	non_tf	0.0446939810944253
105	Adrenal_Gland	90	non_tf	0.03929147797011106
106	Adrenal_Gland	100	non_tf	0.03775396268050328
107	Adrenal_Gland	200	non_tf	0.025415756279532492
108	Adrenal_Gland	300	non_tf	0.024547721597016306
109	Adrenal_Gland	400	non_tf	0.0261683255268719
110	Adrenal_Gland	500	non_tf	0.02624583979886898
111	Adrenal_Gland	600	non_tf	0.027417242674128553
112	Adrenal_Gland	700	non_tf	0.030683012753116
113	Adrenal_Gland	800	non_tf	0.03309188840287174
114	Adrenal_Gland	900	non_tf	0.03403449045409965
115	Adrenal_Gland	1000	non_tf	0.035369729640750226
116	Bladder	2	tf	0.34594993559621756
117	Bladder	3	tf	0.17703207375278995
118	Bladder	4	tf	0.11987134587269031
119	Bladder	5	tf	0.10562192763616553
120	Bladder	6	tf	0.1132388075384285
121	Bladder	7	tf	0.09166400435712675
122	Bladder	8	tf	0.08469845710398438
123	Bladder	9	tf	0.08341409481393422
124	Bladder	10	tf	0.07702626478513279
125	Bladder	20	tf	0.06609008281609868
126	Bladder	30	tf	0.05487995734246685
127	Bladder	40	tf	0.057856508479015425
128	Bladder	50	tf	0.0557684818945429
129	Bladder	60	tf	0.053337683101753394
130	Bladder	70	tf	0.05569385253420741
131	Bladder	80	tf	0.05794414335291695
132	Bladder	90	tf	0.06040780400399116
133	Bladder	100	tf	0.0625665058146982
134	Bladder	200	tf	0.08075449504271076
135	Bladder	300	tf	0.09427001117842979
136	Bladder	400	tf	0.10522780149890978
137	Bladder	500	tf	0.11356553817686522
138	Bladder	600	tf	0.1156555169723079
139	Bladder	700	tf	0.11645263949187372
140	Bladder	800	tf	0.1150897883103784
141	Bladder	900	tf	0.1065196967363493
142	Bladder	1000	tf	0.09531604559725679
143	Bladder	1100	tf	0.08409211800723597
144	Bladder	1200	tf	0.07172214118232592
145	Bladder	1300	tf	0.0578387985308463
146	Bladder	1400	tf	0.04263347524693935
147	Bladder	2	non_tf	0.3519558117551189
148	Bladder	3	non_tf	0.16518084046494644
149	Bladder	4	non_tf	0.10158391305828636
150	Bladder	5	non_tf	0.12770922329955645
151	Bladder	6	non_tf	0.12207354415647637
152	Bladder	7	non_tf	0.11079500221336709
153	Bladder	8	non_tf	0.08767829280431547
154	Bladder	9	non_tf	0.08108809849150353
155	Bladder	10	non_tf	0.07890269235189153
156	Bladder	20	non_tf	0.04276228943566188
157	Bladder	30	non_tf	0.031601654416661545
158	Bladder	40	non_tf	0.02298333857371709
159	Bladder	50	non_tf	0.021459101855069246
160	Bladder	60	non_tf	0.016276873788565866
161	Bladder	70	non_tf	0.012535676024371674
162	Bladder	80	non_tf	0.012110168405473146
163	Bladder	90	non_tf	0.010550700099633208
164	Bladder	100	non_tf	0.013429490296084328
165	Bladder	200	non_tf	0.012349820167155103
166	Bladder	300	non_tf	0.01532507910851624
167	Bladder	400	non_tf	0.018677562566521585
168	Bladder	500	non_tf	0.02330857120440355
169	Bladder	600	non_tf	0.026920479727648255
170	Bladder	700	non_tf	0.029704135858033966
171	Bladder	800	non_tf	0.03316406672294596
172	Bladder	900	non_tf	0.034941391091041975
173	Bladder	1000	non_tf	0.038774711841388414
174	Blood	2	tf	0.3966435329052952
175	Blood	3	tf	0.3122966400242639
176	Blood	4	tf	0.2711978795703911
177	Blood	5	tf	0.34752149999850007
178	Blood	6	tf	0.32618550557099896
179	Blood	7	tf	0.3132344326221415
180	Blood	8	tf	0.2808293197482296
181	Blood	9	tf	0.2787339929450365
182	Blood	10	tf	0.27352428586945293
183	Blood	20	tf	0.2034351942971687
184	Blood	30	tf	0.18774870694773646
185	Blood	40	tf	0.18180075375699178
186	Blood	50	tf	0.17447503677616238
187	Blood	60	tf	0.16322819228359423
188	Blood	70	tf	0.15712091381005963
189	Blood	80	tf	0.1499898650057375
190	Blood	90	tf	0.14343396950805132
191	Blood	100	tf	0.14404600597467618
192	Blood	200	tf	0.15269364389051146
193	Blood	300	tf	0.14927223373888665
194	Blood	400	tf	0.15041817780001002
195	Blood	500	tf	0.14091836240760405
196	Blood	600	tf	0.13503916949548836
197	Blood	700	tf	0.12628923653189697
198	Blood	800	tf	0.11042245919310258
199	Blood	900	tf	0.09806403552088717
200	Blood	1000	tf	0.0829745155691551
201	Blood	1100	tf	0.06477323430395623
202	Blood	1200	tf	0.046982314117322094
203	Blood	1300	tf	0.024305722928315954
204	Blood	1400	tf	0.0018153319830100855
205	Blood	2	non_tf	0.4804739150725818
206	Blood	3	non_tf	0.4047201490950886
207	Blood	4	non_tf	0.3785273079502606
208	Blood	5	non_tf	0.3935059443526374
209	Blood	6	non_tf	0.31557058491609635
210	Blood	7	non_tf	0.2856201630455769
211	Blood	8	non_tf	0.2859482292189383
212	Blood	9	non_tf	0.2820494984438478
213	Blood	10	non_tf	0.2716170264816579
214	Blood	20	non_tf	0.19691882093680915
215	Blood	30	non_tf	0.14571905400827376
216	Blood	40	non_tf	0.13018016573533892
217	Blood	50	non_tf	0.1331097752526972
218	Blood	60	non_tf	0.11549592927405439
219	Blood	70	non_tf	0.1181279110039242
220	Blood	80	non_tf	0.11374389825130025
221	Blood	90	non_tf	0.10682449481545499
222	Blood	100	non_tf	0.10365164579319652
223	Blood	200	non_tf	0.09621698440453982
224	Blood	300	non_tf	0.09124454473090592
225	Blood	400	non_tf	0.08359518091045036
226	Blood	500	non_tf	0.08568756258873322
227	Blood	600	non_tf	0.08739076528999777
228	Blood	700	non_tf	0.08771752534579805
229	Blood	800	non_tf	0.08860860318736914
230	Blood	900	non_tf	0.0895978214067309
231	Blood	1000	non_tf	0.09118145577491918
232	Blood_Vessel	2	tf	0.6850022011009738
233	Blood_Vessel	3	tf	0.34403629411046094
234	Blood_Vessel	4	tf	0.32867076452915855
235	Blood_Vessel	5	tf	0.32433828572492956
236	Blood_Vessel	6	tf	0.30367453324336574
237	Blood_Vessel	7	tf	0.30666386272411605
238	Blood_Vessel	8	tf	0.3045794887178296
239	Blood_Vessel	9	tf	0.3051269931515613
240	Blood_Vessel	10	tf	0.3122946616338645
241	Blood_Vessel	20	tf	0.19069395181896046
242	Blood_Vessel	30	tf	0.1670383218557149
243	Blood_Vessel	40	tf	0.15813869076164797
244	Blood_Vessel	50	tf	0.14909650240910083
245	Blood_Vessel	60	tf	0.14729436266326273
246	Blood_Vessel	70	tf	0.1375087694005812
247	Blood_Vessel	80	tf	0.13324554476595438
248	Blood_Vessel	90	tf	0.1264751471798428
249	Blood_Vessel	100	tf	0.1262205958446533
250	Blood_Vessel	200	tf	0.09266425653992441
251	Blood_Vessel	300	tf	0.09078699845322306
252	Blood_Vessel	400	tf	0.0878606348669471
253	Blood_Vessel	500	tf	0.08685079503336175
254	Blood_Vessel	600	tf	0.08262280997940008
255	Blood_Vessel	700	tf	0.07802765606303382
256	Blood_Vessel	800	tf	0.07348367305732034
257	Blood_Vessel	900	tf	0.06805140891349505
258	Blood_Vessel	1000	tf	0.06029611510970379
259	Blood_Vessel	1100	tf	0.053186981048931325
260	Blood_Vessel	1200	tf	0.044178559792463844
261	Blood_Vessel	1300	tf	0.034124666367941564
262	Blood_Vessel	1400	tf	0.021995496639471694
263	Blood_Vessel	2	non_tf	0.4703358455977024
264	Blood_Vessel	3	non_tf	0.470956539292933
265	Blood_Vessel	4	non_tf	0.424023506075749
266	Blood_Vessel	5	non_tf	0.4244706467276196
267	Blood_Vessel	6	non_tf	0.38566188514336164
268	Blood_Vessel	7	non_tf	0.3718755763949331
269	Blood_Vessel	8	non_tf	0.33519909253407276
270	Blood_Vessel	9	non_tf	0.33331882956175346
271	Blood_Vessel	10	non_tf	0.3232517866523844
272	Blood_Vessel	20	non_tf	0.23614972236945608
273	Blood_Vessel	30	non_tf	0.20491401627094685
274	Blood_Vessel	40	non_tf	0.1410348995230112
275	Blood_Vessel	50	non_tf	0.14175111121085343
276	Blood_Vessel	60	non_tf	0.12333302838364094
277	Blood_Vessel	70	non_tf	0.10856403504510728
278	Blood_Vessel	80	non_tf	0.10514774806806271
279	Blood_Vessel	90	non_tf	0.10205216261258647
280	Blood_Vessel	100	non_tf	0.10107855092334218
281	Blood_Vessel	200	non_tf	0.06493670366625444
282	Blood_Vessel	300	non_tf	0.05630295251393248
283	Blood_Vessel	400	non_tf	0.051984920862383203
284	Blood_Vessel	500	non_tf	0.049898389347401366
285	Blood_Vessel	600	non_tf	0.05099022728647331
286	Blood_Vessel	700	non_tf	0.04964389453648004
287	Blood_Vessel	800	non_tf	0.05084021997165196
288	Blood_Vessel	900	non_tf	0.04940245696910162
289	Blood_Vessel	1000	non_tf	0.05062369637275782
290	Brain	2	tf	0.5736357844493185
291	Brain	3	tf	0.38054780907002506
292	Brain	4	tf	0.36830083752772613
293	Brain	5	tf	0.315812553683253
294	Brain	6	tf	0.3108347601813161
295	Brain	7	tf	0.26074389325392433
296	Brain	8	tf	0.2602588734646712
297	Brain	9	tf	0.20212156231909725
298	Brain	10	tf	0.2228739549907391
299	Brain	20	tf	0.21347836859647223
300	Brain	30	tf	0.1965202032485675
301	Brain	40	tf	0.18147632100876115
302	Brain	50	tf	0.16589347228715418
303	Brain	60	tf	0.16260966881995134
304	Brain	70	tf	0.15247538324426727
305	Brain	80	tf	0.14204566147185657
306	Brain	90	tf	0.14586517167310617
307	Brain	100	tf	0.1475075647174261
308	Brain	200	tf	0.14912343616712911
309	Brain	300	tf	0.15274063783495925
310	Brain	400	tf	0.1536199295048512
311	Brain	500	tf	0.15105317297566717
312	Brain	600	tf	0.14790277186805126
313	Brain	700	tf	0.14045825195994435
314	Brain	800	tf	0.13162345726539137
315	Brain	900	tf	0.12310316630274261
316	Brain	1000	tf	0.11085160944122541
317	Brain	1100	tf	0.09477847302146102
318	Brain	1200	tf	0.07707621472187312
319	Brain	1300	tf	0.05948545577701872
320	Brain	1400	tf	0.04388404145888162
321	Brain	2	non_tf	0.43679088460141735
322	Brain	3	non_tf	0.3911345326310951
323	Brain	4	non_tf	0.3164624269433224
324	Brain	5	non_tf	0.32743528152921575
325	Brain	6	non_tf	0.3182042026688049
326	Brain	7	non_tf	0.3114057615044285
327	Brain	8	non_tf	0.21661130372646817
328	Brain	9	non_tf	0.2259650402791497
329	Brain	10	non_tf	0.21667082420749018
330	Brain	20	non_tf	0.17063005128091982
331	Brain	30	non_tf	0.14148685751887918
332	Brain	40	non_tf	0.12468064363802832
333	Brain	50	non_tf	0.11930125658382815
334	Brain	60	non_tf	0.10960597067229405
335	Brain	70	non_tf	0.10022935511117159
336	Brain	80	non_tf	0.10083600567984795
337	Brain	90	non_tf	0.08983294875394171
338	Brain	100	non_tf	0.09285126798598609
339	Brain	200	non_tf	0.0751569490547433
340	Brain	300	non_tf	0.0801626278684233
341	Brain	400	non_tf	0.08482333972385521
342	Brain	500	non_tf	0.08556523862564147
343	Brain	600	non_tf	0.08635277925995809
344	Brain	700	non_tf	0.08692540373582427
345	Brain	800	non_tf	0.08892093898580536
346	Brain	900	non_tf	0.08912050367179951
347	Brain	1000	non_tf	0.09059682501242704
348	Breast	2	tf	0.5451845642057948
349	Breast	3	tf	0.49775174185834004
350	Breast	4	tf	0.36026423425054727
351	Breast	5	tf	0.3501566945621772
352	Breast	6	tf	0.349712646097756
353	Breast	7	tf	0.33260596075843263
354	Breast	8	tf	0.33104358852636107
355	Breast	9	tf	0.31579782106126614
356	Breast	10	tf	0.31831780484422856
357	Breast	20	tf	0.17272279082950218
358	Breast	30	tf	0.14028898976848772
359	Breast	40	tf	0.12509098308963698
360	Breast	50	tf	0.11324350174005601
361	Breast	60	tf	0.10085448850801014
362	Breast	70	tf	0.09702296980865037
363	Breast	80	tf	0.08589345301154881
364	Breast	90	tf	0.08465708010523117
365	Breast	100	tf	0.08310721190195702
366	Breast	200	tf	0.07631640508603915
367	Breast	300	tf	0.07964557299715387
368	Breast	400	tf	0.08169086301413786
369	Breast	500	tf	0.08249836754300163
370	Breast	600	tf	0.08150374869519467
371	Breast	700	tf	0.08175795487308717
372	Breast	800	tf	0.0776924169659062
373	Breast	900	tf	0.07140857891590746
374	Breast	1000	tf	0.06485029014836545
375	Breast	1100	tf	0.05975012013648725
376	Breast	1200	tf	0.050028416510233445
377	Breast	1300	tf	0.03836987004642969
378	Breast	1400	tf	0.026860796984786463
379	Breast	2	non_tf	0.5545500379864295
380	Breast	3	non_tf	0.5246096961324025
381	Breast	4	non_tf	0.5012535835449166
382	Breast	5	non_tf	0.4252540682557053
383	Breast	6	non_tf	0.4135918188404481
384	Breast	7	non_tf	0.2970307192064173
385	Breast	8	non_tf	0.29036139397999494
386	Breast	9	non_tf	0.27341088912988226
387	Breast	10	non_tf	0.2731894832050591
388	Breast	20	non_tf	0.14687044366571653
389	Breast	30	non_tf	0.12912949971666346
390	Breast	40	non_tf	0.11288144188872806
391	Breast	50	non_tf	0.09442741968484547
392	Breast	60	non_tf	0.08637237933112668
393	Breast	70	non_tf	0.07648035598571551
394	Breast	80	non_tf	0.07415299058131938
395	Breast	90	non_tf	0.06892850506921365
396	Breast	100	non_tf	0.05955833673189641
397	Breast	200	non_tf	0.038147657585782
398	Breast	300	non_tf	0.033510128540708076
399	Breast	400	non_tf	0.029874749004453718
400	Breast	500	non_tf	0.031854143005282456
401	Breast	600	non_tf	0.03389963311647703
402	Breast	700	non_tf	0.036007802804779006
403	Breast	800	non_tf	0.03596799393843137
404	Breast	900	non_tf	0.03775155572286708
405	Breast	1000	non_tf	0.039406783043463275
406	Cervix_Uteri	2	tf	0.3472906257335282
407	Cervix_Uteri	3	tf	0.24758671477767596
408	Cervix_Uteri	4	tf	0.11990123942902646
409	Cervix_Uteri	5	tf	0.14169908228989975
410	Cervix_Uteri	6	tf	0.1320131888024849
411	Cervix_Uteri	7	tf	0.1217647701730728
412	Cervix_Uteri	8	tf	0.106234881035598
413	Cervix_Uteri	9	tf	0.09823638096743581
414	Cervix_Uteri	10	tf	0.08531936745623195
415	Cervix_Uteri	20	tf	0.05370614612461641
416	Cervix_Uteri	30	tf	0.046964970902893546
417	Cervix_Uteri	40	tf	0.05353596046028532
418	Cervix_Uteri	50	tf	0.05238631952982072
419	Cervix_Uteri	60	tf	0.05554761459801985
420	Cervix_Uteri	70	tf	0.05456735119293955
421	Cervix_Uteri	80	tf	0.05855292096368752
422	Cervix_Uteri	90	tf	0.06092053668302914
423	Cervix_Uteri	100	tf	0.06409980682356739
424	Cervix_Uteri	200	tf	0.08620923251463247
425	Cervix_Uteri	300	tf	0.1048349969721648
426	Cervix_Uteri	400	tf	0.11789191392745425
427	Cervix_Uteri	500	tf	0.12508899536832627
428	Cervix_Uteri	600	tf	0.13111160828288082
429	Cervix_Uteri	700	tf	0.13036427528094843
430	Cervix_Uteri	800	tf	0.12471372380045152
431	Cervix_Uteri	900	tf	0.11574202690875333
432	Cervix_Uteri	1000	tf	0.10530212211651822
433	Cervix_Uteri	1100	tf	0.09227229273645093
434	Cervix_Uteri	1200	tf	0.07873379148265915
435	Cervix_Uteri	1300	tf	0.06364538131340487
436	Cervix_Uteri	1400	tf	0.045072878327739464
437	Cervix_Uteri	2	non_tf	0.40287819439571754
438	Cervix_Uteri	3	non_tf	0.1828035493923585
439	Cervix_Uteri	4	non_tf	0.14007471852752384
440	Cervix_Uteri	5	non_tf	0.11389336054342271
441	Cervix_Uteri	6	non_tf	0.09341159608716464
442	Cervix_Uteri	7	non_tf	0.08256719593051433
443	Cervix_Uteri	8	non_tf	0.07492376926045241
444	Cervix_Uteri	9	non_tf	0.06031626200878872
445	Cervix_Uteri	10	non_tf	0.07905504939726632
446	Cervix_Uteri	20	non_tf	0.042704255554585305
447	Cervix_Uteri	30	non_tf	0.021176937924906807
448	Cervix_Uteri	40	non_tf	0.027020448071782218
449	Cervix_Uteri	50	non_tf	0.02423734915512562
450	Cervix_Uteri	60	non_tf	0.021634081065028062
451	Cervix_Uteri	70	non_tf	0.0172690644795774
452	Cervix_Uteri	80	non_tf	0.017497517178925066
453	Cervix_Uteri	90	non_tf	0.01691183187627179
454	Cervix_Uteri	100	non_tf	0.019895575409270224
455	Cervix_Uteri	200	non_tf	0.021951964953422998
456	Cervix_Uteri	300	non_tf	0.022638924966866012
457	Cervix_Uteri	400	non_tf	0.026015446689962633
458	Cervix_Uteri	500	non_tf	0.02943288768160054
459	Cervix_Uteri	600	non_tf	0.03346772451111433
460	Cervix_Uteri	700	non_tf	0.03626250997089009
461	Cervix_Uteri	800	non_tf	0.0392617296077145
462	Cervix_Uteri	900	non_tf	0.04171243514029261
463	Cervix_Uteri	1000	non_tf	0.0450899272624398
464	Colon	2	tf	0.5414961799965577
465	Colon	3	tf	0.5173841424179761
466	Colon	4	tf	0.3343231407806281
467	Colon	5	tf	0.32913589092130785
468	Colon	6	tf	0.31493871683158486
469	Colon	7	tf	0.33116881229078976
470	Colon	8	tf	0.32658367017721907
471	Colon	9	tf	0.27238226225403334
472	Colon	10	tf	0.24111839753767975
473	Colon	20	tf	0.18559538400835257
474	Colon	30	tf	0.16585340297405185
475	Colon	40	tf	0.1532448216309387
476	Colon	50	tf	0.12970667750262974
477	Colon	60	tf	0.1280495899892294
478	Colon	70	tf	0.11554971775324281
479	Colon	80	tf	0.11091632083811534
480	Colon	90	tf	0.10964719852798338
481	Colon	100	tf	0.10741228214906141
482	Colon	200	tf	0.10921637035357712
483	Colon	300	tf	0.10707705325811322
484	Colon	400	tf	0.10771488456061705
485	Colon	500	tf	0.10251395075983691
486	Colon	600	tf	0.0993643749871408
487	Colon	700	tf	0.09499750031459535
488	Colon	800	tf	0.08867273644796163
489	Colon	900	tf	0.083185057524794
490	Colon	1000	tf	0.07522588152615976
491	Colon	1100	tf	0.06605764810554123
492	Colon	1200	tf	0.055942592730035205
493	Colon	1300	tf	0.04473860346883278
494	Colon	1400	tf	0.030105216369330123
495	Colon	2	non_tf	0.4612977867244656
496	Colon	3	non_tf	0.4355234157769728
497	Colon	4	non_tf	0.2713222385921752
498	Colon	5	non_tf	0.2537516172867356
499	Colon	6	non_tf	0.2776665297007384
500	Colon	7	non_tf	0.2570742075645367
501	Colon	8	non_tf	0.25878346119351325
502	Colon	9	non_tf	0.24441678647928225
503	Colon	10	non_tf	0.24204834163615604
504	Colon	20	non_tf	0.1335467095389243
505	Colon	30	non_tf	0.10212668431164657
506	Colon	40	non_tf	0.10379838346646623
507	Colon	50	non_tf	0.0958954996853196
508	Colon	60	non_tf	0.09342851703521493
509	Colon	70	non_tf	0.07970100123779492
510	Colon	80	non_tf	0.07589495158518533
511	Colon	90	non_tf	0.08148319959290137
512	Colon	100	non_tf	0.07948346062298314
513	Colon	200	non_tf	0.06205439810107042
514	Colon	300	non_tf	0.055920189464363744
515	Colon	400	non_tf	0.05251149987604532
516	Colon	500	non_tf	0.05140979685765531
517	Colon	600	non_tf	0.05240117019943112
518	Colon	700	non_tf	0.0535986516563678
519	Colon	800	non_tf	0.0541149685314072
520	Colon	900	non_tf	0.05491745217738258
521	Colon	1000	non_tf	0.054834291982810174
522	Esophagus	2	tf	0.6739275254664349
523	Esophagus	3	tf	0.4423064859652499
524	Esophagus	4	tf	0.2735453172512767
525	Esophagus	5	tf	0.2663774312862211
526	Esophagus	6	tf	0.2319768691004956
527	Esophagus	7	tf	0.22835681970340566
528	Esophagus	8	tf	0.23806495814889098
529	Esophagus	9	tf	0.23710136197721118
530	Esophagus	10	tf	0.22494706719850863
531	Esophagus	20	tf	0.19571027905039484
532	Esophagus	30	tf	0.1399378408161752
533	Esophagus	40	tf	0.13896057832078507
534	Esophagus	50	tf	0.1356911512105658
535	Esophagus	60	tf	0.14271987940473327
536	Esophagus	70	tf	0.12981817128708428
537	Esophagus	80	tf	0.13554314326708627
538	Esophagus	90	tf	0.13547809056717688
539	Esophagus	100	tf	0.13696183319650654
540	Esophagus	200	tf	0.1387062280608135
541	Esophagus	300	tf	0.14128174665167614
542	Esophagus	400	tf	0.13628766757107824
543	Esophagus	500	tf	0.1323259522117201
544	Esophagus	600	tf	0.1255698222622976
545	Esophagus	700	tf	0.12076576217614994
546	Esophagus	800	tf	0.11290074483380187
547	Esophagus	900	tf	0.10393576405469404
548	Esophagus	1000	tf	0.08977927461426481
549	Esophagus	1100	tf	0.07631224134996302
550	Esophagus	1200	tf	0.06262777106076524
551	Esophagus	1300	tf	0.04693995286079354
552	Esophagus	1400	tf	0.03164174934392752
553	Esophagus	2	non_tf	0.566964660490856
554	Esophagus	3	non_tf	0.33031878879731097
555	Esophagus	4	non_tf	0.2856158284333655
556	Esophagus	5	non_tf	0.25194676514149866
557	Esophagus	6	non_tf	0.2505897558161107
558	Esophagus	7	non_tf	0.2647889968205766
559	Esophagus	8	non_tf	0.2518650299670165
560	Esophagus	9	non_tf	0.24790929551346752
561	Esophagus	10	non_tf	0.2431540362772941
562	Esophagus	20	non_tf	0.1439792597703502
563	Esophagus	30	non_tf	0.12441814509391778
564	Esophagus	40	non_tf	0.11646688797742855
565	Esophagus	50	non_tf	0.12982897728495293
566	Esophagus	60	non_tf	0.11380532249817196
567	Esophagus	70	non_tf	0.1085228795993668
568	Esophagus	80	non_tf	0.09879187690463416
569	Esophagus	90	non_tf	0.09770779882680526
570	Esophagus	100	non_tf	0.09589366350628413
571	Esophagus	200	non_tf	0.07731592676657129
572	Esophagus	300	non_tf	0.07599167442803431
573	Esophagus	400	non_tf	0.07756699581702806
574	Esophagus	500	non_tf	0.07805618259230931
575	Esophagus	600	non_tf	0.07723956263151381
576	Esophagus	700	non_tf	0.07589284703177514
577	Esophagus	800	non_tf	0.07649752662252601
578	Esophagus	900	non_tf	0.07708176370489754
579	Esophagus	1000	non_tf	0.07773629553211313
580	Fallopian_Tube	2	tf	0.3247095141317983
581	Fallopian_Tube	3	tf	0.19254972571502643
582	Fallopian_Tube	4	tf	0.13306273444816968
583	Fallopian_Tube	5	tf	0.1252907891694432
584	Fallopian_Tube	6	tf	0.11533537475181417
585	Fallopian_Tube	7	tf	0.116626231175814
586	Fallopian_Tube	8	tf	0.12768976554446745
587	Fallopian_Tube	9	tf	0.12035417557172337
588	Fallopian_Tube	10	tf	0.1220304324765857
